Player,PER
Kiwane Garris,8.7
Klay Thompson,20.8
Kleggie Hermsen,-1.9
Kobe Bryant,28.0
Korleone Young,31.3
Kornel David,16.9
Kosta Koufos,20.3
Kosta Perovic,10.3
Kostas Papanikolaou,7.8
Kris Dunn,8.1
Kris Humphries,18.2
Kris Joseph,3.7
Kristaps Porzingis,17.7
Kurk Lee,5.6
Kurt Nimphius,13.0
Kurt Rambis,16.1
Kurt Thomas,16.9
Kwame Brown,15.7
Kyle Anderson,12.9
Kyle Korver,14.8
Kyle Lowry,22.9
Kyle Macy,16.1
Kyle O'Quinn,20.5
Kyle Singler,11.8
Kyle Weaver,11.3
Kyle Wiltjer,6.7
Kyrie Irving,23.0
Kyrylo Fesenko,29.8
LaBradford Smith,25.5
LaMarcus Aldridge,22.8
LaMark Baker,-46.6
LaPhonso Ellis,18.2
LaRue Martin,14.0
LaSalle Thompson,16.9
Lamar Green,12.1
Lamar Odom,19.4
Lamar Patterson,5.1
Lamond Murray,17.8
Lamont Strothers,6.0
Lanard Copeland,10.0
Lancaster Gordon,11.3
Lance Allred,-1.0
Lance Blanks,11.9
Lance Stephenson,17.1
Lance Thomas,10.4
Landry Fields,13.5
Langston Galloway,12.3
Lari Ketner,8.7
Laron Profit,11.8
Larry Bird*,27.8
Larry Cannon,10.2
Larry Comley,5.6
Larry Costello,17.2
Larry Demic,10.4
Larry Drew,18.1
Larry Fogle,-0.5
Larry Foust,23.8
Larry Friend,7.7
Larry Hennessy,9.5
Larry Hughes,21.6
Larry Johnson,19.8
Larry Jones,13.7
Larry Kenon,19.8
Larry Krystkowiak,27.2
Larry McNeill,20.9
Larry Micheaux,16.1
Larry Mikan,8.4
Larry Moffett,4.0
Larry Nance,22.2
Larry Owens,11.9
Larry Robinson,15.8
Larry Sanders,18.7
Larry Siegfried,16.5
Larry Smith,15.1
Larry Spriggs,15.7
Larry Staverman,15.2
Larry Steele,16.3
Larry Stewart,14.5
Larry Sykes,0.0
Larry Wright,13.7
Lars Hansen,13.6
Latrell Sprewell,19.7
Lavor Postell,11.0
Lavoy Allen,17.5
Lawrence Boston,12.6
Lawrence Funderburke,18.5
Lawrence Moten,15.7
Lawrence Roberts,13.8
Lazar Hayward,11.2
Lazaro Borrell,15.0
LeBron James,31.7
LeRon Ellis,13.5
Leandro Barbosa,19.4
Ledell Eackles,15.3
Lee Johnson,1.5
Lee Knorek,
Lee Mayberry,11.2
Lee Nailon,14.5
Lee Shaffer,15.4
Lee Winfield,15.2
Len Chappell,19.0
Len Elmore,12.8
Len Kosmalski,12.1
Lennie Rosenbluth,14.3
Lenny Wilkens*,20.3
Leo Barnhorst,16.0
Leo Katkaveck,
Leo Klier,
Leo Kubiak,
Leo Mogus,
Leo Rautins,6.2
Leon Benbow,10.9
Leon Blevins,
Leon Douglas,13.6
Leon Powe,20.9
Leon Smith,21.7
Leon Wood,25.7
Leonard Gray,13.9
Leonard Taylor,3.8
Leroy Chollet,
Leroy Combs,13.5
Leroy Ellis,15.6
Les Hunter,8.8
Les Jepsen,10.1
Les Pugh,
Lester Conner,18.0
Lester Hudson,18.3
Levi Fontaine,12.1
Lew Hitch,14.9
Lewis Brown,-18.6
Lewis Lloyd,17.7
Linas Kleiza,14.4
Lindsay Hairston,14.8
Lindsey Hunter,14.8
Linton Johnson,14.0
Linton Townes,30.3
Lionel Chalmers,6.5
Lionel Hollins,15.6
Lionel Simmons,16.5
Litterial Green,13.5
Lloyd Daniels,13.5
Lloyd Neal,19.8
Lloyd Walton,14.5
Logan Vander,1.8
Lonnie Shelton,17.4
Lonny Baxter,13.1
Loren Meyer,10.2
Loren Woods,13.4
Lorenzen Wright,15.7
Lorenzo Brown,11.0
Lorenzo Charles,11.5
Lorenzo Romar,14.9
Lorenzo Williams,16.1
Lou Amundson,14.4
Lou Hudson,19.5
Lou Roe,9.0
Lou Tsioropoulos,8.8
Lou Williams,23.9
Louie Dampier*,13.7
Louie Nelson,14.0
Louis Orr,16.1
Lowes Moore,21.5
Loy Petersen,9.8
Loy Vaught,17.1
Luc Longley,15.2
Luc Mbah,13.9
Lucas Nogueira,15.6
Lucious Harris,15.7
Lucius Allen,18.8
Luigi Datome,16.7
Luis Flores,33.7
Luis Montero,-2.7
Luis Scola,18.4
Luke Babbitt,12.1
Luke Harangody,11.0
Luke Jackson,16.3
Luke Ridnour,17.7
Luke Schenscher,9.3
Luke Walton,14.7
Luke Witte,12.7
Luke Zeller,5.6
Luol Deng,18.7
Luther Green,-9.4
Luther Head,13.7
Luther Rackley,12.5
Luther Wright,-0.4
Lynn Greer,14.0
M.L. Carr,16.3
Maalik Wayns,19.5
Mac Otten,
Maceo Baston,18.0
Maciej Lampe,12.2
Mack Calvin,17.0
Magic Johnson*,27.0
Mahmoud Abdul-Rauf,18.6
Major Jones,13.4
Makhtar N'Diaye,3.9
Mal Graham,8.8
Mal McMullen,
Malachi Richardson,9.6
Malcolm Brogdon,14.9
Malcolm Delaney,7.5
Malcolm Lee,9.8
Malcolm Mackey,12.6
Malcolm Thomas,16.7
Malik Allen,15.0
Malik Beasley,13.7
Malik Hairston,12.0
Malik Rose,19.7
Malik Sealy,14.7
Mamadou N'Diaye,20.6
Manny Harris,11.7
Manny Leaks,11.1
Manu Ginobili,24.3
Manute Bol,11.2
MarShon Brooks,24.3
Marc Gasol,21.7
Marc Iavaroni,9.7
Marc Jackson,16.1
Marcelo Huertas,10.4
Marcin Gortat,21.2
Marco Belinelli,15.0
Marcus Banks,15.5
Marcus Brown,12.9
Marcus Camby,20.9
Marcus Cousin,7.8
Marcus Fizer,17.9
Marcus Georges-Hunt,10.2
Marcus Haislip,15.4
Marcus Landry,8.1
Marcus Liberty,18.7
Marcus Morris,14.8
Marcus Smart,12.0
Marcus Thornton,18.2
Marcus Vinicius,11.6
Marcus Webb,20.1
Marcus Williams,53.0
Mardy Collins,9.9
Mario Bennett,22.2
Mario Chalmers,18.0
Mario Elie,14.6
Mario Hezonja,9.4
Mario Kasun,12.0
Mario West,10.0
Mark Acres,10.1
Mark Aguirre,23.5
Mark Alarie,14.1
Mark Blount,16.0
Mark Bradtke,9.6
Mark Bryant,13.3
Mark Crow,12.8
Mark Davis,15.3
Mark Eaton,13.6
Mark Hendrickson,12.9
Mark Jackson,18.3
Mark Jones,14.7
Mark Landsberger,17.0
Mark Macon,12.5
Mark Madsen,12.7
Mark McNamara,16.0
Mark Minor,6.8
Mark Olberding,14.8
Mark Pope,10.0
Mark Price,22.7
Mark Radford,12.1
Mark Randall,12.9
Mark Sibley,9.3
Mark Strickland,17.4
Mark Wade,21.3
Mark West,15.7
Mark Workman,12.8
Markel Brown,11.3
Markieff Morris,18.4
Marko Jaric,14.4
Marko Milic,18.4
Marlon Garnett,6.5
Marlon Maxey,15.8
Marlon Redmond,12.0
Marques Bragg,9.8
Marques Johnson,23.9
Marquese Chriss,12.3
Marquis Daniels,20.1
Marquis Teague,8.4
Marreese Speights,19.5
Marshall Hawkins,
Marshall Plumlee,10.9
Marshall Rogers,9.8
Martell Webster,13.9
Martin Lewis,11.2
Martin Muursepp,15.1
Martin Nessley,2.9
Marty Byrnes,13.6
Marty Conlon,17.2
Martynas Andriuskevicius,15.5
Marv Roberts,6.0
Marv Schatzman,
Marv Winkler,11.4
Marvin Barnes,15.0
Marvin Webster,17.0
Marvin Williams,16.8
Mason Plumlee,19.0
Mateen Cleaves,9.1
Matt Barnes,15.5
Matt Bonner,16.4
Matt Bullard,17.2
Matt Carroll,14.7
Matt Fish,27.4
Matt Freije,6.1
Matt Geiger,20.2
Matt Guokas,11.2
Matt Harpring,19.3
Matt Maloney,12.3
Matt Mazza,
Matt Othick,5.9
Matt Steigenga,7.0
Matt Walsh,-2.4
Matt Wenstrom,15.6
Matthew Dellavedova,11.3
Maurice Ager,10.1
Maurice Baker,0.0
Maurice Carter,7.1
Maurice Cheeks,18.6
Maurice Evans,14.0
Maurice Harkless,13.3
Maurice Lucas,18.4
Maurice Martin,9.4
Maurice Ndour,11.3
Maurice Stokes*,22.1
Maurice Taylor,16.1
Maury King,17.3
Max Morris,
Max Zaslofsky,16.0
McCoy Ingram,7.6
McCoy McLemore,13.5
McKinley Singleton,13.3
Med Park,13.2
Mehmet Okur,19.0
Mel Bennett,11.5
Mel Counts,18.4
Mel Daniels*,10.7
Mel Davis,14.8
Mel Gibson,2.5
Mel Hutchins,17.3
Mel McCants,5.1
Mel Nowell,10.5
Mel Payton,15.5
Mel Peterson,20.8
Melvin Booker,9.5
Melvin Ely,14.3
Melvin Newbern,11.5
Melvin Sanders,10.5
Melvin Turpin,16.4
Mengke Bateer,8.0
Metta World,23.5
Meyers Leonard,14.8
Michael Adams,22.3
Michael Anderson,10.5
Michael Ansley,17.3
Michael Beasley,22.5
Michael Bradley,22.0
Michael Brooks,16.1
Michael Cage,17.1
Michael Carter-Williams,16.3
Michael Cooper,16.3
Michael Curry,10.4
Michael Dickerson,15.6
Michael Doleac,14.0
Michael Finley,19.3
Michael Gbinije,-2.1
Michael Hawkins,10.6
Michael Jackson,8.1
Michael Jordan*,31.7
Michael Kidd-Gilchrist,16.9
Michael McDonald,-22.1
Michael Olowokandi,12.4
Michael Phelps,19.3
Michael Redd,22.3
Michael Ruffin,12.1
Michael Smith,15.0
Michael Stewart,12.9
Michael Wiley,19.8
Michael Wilson,15.5
Michael Young,16.0
Micheal Ray,19.8
Micheal Williams,20.0
Mickael Gelabale,11.8
Mickael Pietrus,14.2
Mickell Gladness,10.5
Mickey Davis,16.8
Mickey Dillard,7.0
Mickey Johnson,20.3
Mike Bantom,18.2
Mike Barr,10.3
Mike Batiste,12.2
Mike Bibby,19.3
Mike Bratz,14.2
Mike Brittain,7.3
Mike Brown,12.8
Mike Champion,-43.7
Mike Conley,23.2
Mike D'Antoni,10.8
Mike Davis,21.1
Mike Dunleavy,17.7
Mike Evans,15.6
Mike Farmer,12.0
Mike Flynn,14.5
Mike Gale,13.9
Mike Gibson,8.7
Mike Glenn,16.6
Mike Gminski,19.0
Mike Green,14.5
Mike Hall,3.1
Mike Harper,12.2
Mike Harris,17.9
Mike Higgins,12.9
Mike Holton,12.3
Mike Iuzzolino,13.3
Mike James,19.8
Mike Kearns,1.0
Mike Lynn,4.7
Mike Macaluso,10.2
Mike McCarron,
Mike McGee,17.3
Mike Miller,19.0
Mike Mitchell,19.1
Mike Morrison,4.2
Mike Muscala,18.0
Mike Newlin,17.7
Mike Niles,6.7
Mike Novak,-14.6
Mike O'Koren,13.7
Mike O'Neill,4.6
Mike Penberthy,31.3
Mike Peplowski,19.2
Mike Price,13.6
Mike Ratliff,10.2
Mike Riordan,15.6
Mike Sanders,16.0
Mike Scott,16.3
Mike Silliman,8.0
Mike Smith,8.1
Mike Smrek,14.6
Mike Sojourner,14.1
Mike Sweetney,17.2
Mike Taylor,10.1
Mike Tobey,-0.1
Mike Todorovich,
Mike Wilks,17.7
Mike Williams,5.8
Mike Woodson,18.9
Mikki Moore,35.7
Mile Ilic,-48.6
Miles Plumlee,17.4
Miles Simon,-7.2
Milo Komenich,
Milos Babic,18.3
Milt Palacio,12.5
Milt Schoon,
Milt Wagner,11.2
Milt Williams,14.3
Mindaugas Kuzminskas,12.4
Miroslav Raduljica,15.3
Mirsad Turkcan,13.9
Mirza Teletovic,16.2
Mitch Kupchak,19.4
Mitch McGary,16.6
Mitch Richmond*,21.6
Mitchell Butler,13.0
Mitchell Wiggins,16.3
Mo Howard,26.3
Mo Layton,14.5
Mo Mahoney,12.3
Mo Williams,17.2
Moe Barr,11.9
Moe Radovich,20.0
Monk Meineke,14.6
Monta Ellis,19.0
Monte Towe,10.3
Monti Davis,44.2
Montrezl Harrell,19.2
Monty Williams,15.6
Moochie Norris,18.4
Mookie Blaylock,20.4
Morlon Wiley,19.7
Morris Almond,8.7
Morris Peterson,15.3
Moses Malone*,26.8
Mouhamed Sene,33.2
Muggsy Bogues,20.6
Murray Mitchell,
Murray Wier,
Mustafa Shakur,6.8
Mychal Thompson,19.2
Mychel Thompson,2.2
Myles Patrick,6.9
Myles Turner,18.5
Myron Brown,14.7
Myron Jackson,10.6
Nando De,13.2
Nat Clifton*,16.4
Nate Blackwell,6.1
Nate Bowman,11.0
Nate DeLong,21.1
Nate Driggers,6.8
Nate Hawthorne,13.3
Nate Huffman,11.8
Nate Johnston,19.2
Nate McMillan,15.9
Nate Robinson,18.9
Nate Thurmond*,19.0
Nate Williams,19.5
Nate Wolters,12.7
Nathan Jawai,11.0
Nazr Mohammed,20.3
Ndudi Ebi,17.8
Neal Walk,19.1
Negele Knight,15.0
Neil Johnson,13.1
Neil Johnston*,26.6
Nelson Bobb,13.5
Nemanja Bjelica,11.2
Nemanja Nedovic,-1.7
Nenad Krstic,16.9
Nene Hilario,24.2
Nerlens Noel,20.8
Nick Anderson,19.6
Nick Calathes,12.3
Nick Collison,15.0
Nick Fazekas,19.8
Nick Johnson,4.8
Nick Jones,11.4
Nick Mantis,8.1
Nick Van,18.5
Nick Vanos,9.1
Nick Weatherspoon,15.8
Nick Young,16.0
Nicolas Batum,17.3
Nicolas Brussino,10.7
Nicolas Laprovittola,8.4
Nik Stauskas,9.2
Nikita Wilson,2.3
Nikola Jokic,26.4
Nikola Mirotic,17.9
Nikola Pekovic,21.4
Nikola Vucevic,21.5
Nikoloz Tskitishvili,10.6
Noah Vonleh,13.2
Noble Jorgensen,16.3
Noel Felix,-1.1
Nolan Smith,7.8
Norm Cook,10.3
Norm Grekin,-23.3
Norm Mager,
Norm Nixon,18.2
Norm Richardson,11.6
Norm Stewart,-1.9
Norm Swanson,4.0
Norm Van,16.8
Norman Black,1.9
Norman Powell,14.0
Normie Glick,
Norris Cole,12.6
Norris Coleman,6.6
Norton Barnhill,4.7
O.J. Mayo,14.7
Obinna Ekezie,13.3
Odie Spears,17.2
Odis Allison,4.7
Ognjen Kuzmic,12.9
Okaro White,7.5
Olden Polynice,15.9
Oleksiy Pecherov,14.5
Oliver Lafayette,12.8
Oliver Miller,18.2
Oliver Robinson,14.1
Ollie Johnson,16.7
Ollie Mack,13.0
Olumide Oyedeji,11.2
Omar Cook,17.0
Omer Asik,15.5
Omri Casspi,14.4
Orien Greene,33.0
Orlando Graham,6.7
Orlando Johnson,11.4
Orlando Woolridge,19.6
Oscar Robertson*,27.6
Oscar Torres,14.7
Othell Wilson,12.1
Othella Harrington,16.1
Othello Hunter,12.1
Othyus Jeffers,13.7
Otis Birdsong,20.3
Otis Howard,15.1
Otis Smith,19.4
Otis Thorpe,18.7
Otto Moore,15.4
Otto Porter,17.3
Owen Wells,12.9
Ozell Jones,11.4
P.J. Brown,17.6
P.J. Hairston,9.0
P.J. Tucker,13.3
Pablo Prigioni,13.0
Pace Mannion,14.4
Pape Sow,16.4
Pape Sy,9.2
Pascal Siakam,11.5
Pat Burke,9.9
Pat Connaughton,11.8
Pat Cummings,15.3
Pat Dunn,9.4
Pat Durham,12.2
Pat Frink,7.9
Pat Garrity,13.0
Pat Riley*,12.4
Patricio Garino,-9.2
Patrick Beverley,15.4
Patrick Christopher,-2.6
Patrick Eddie,-8.8
Patrick Ewing,0.6
Patrick Ewing*,25.8
Patrick McCaw,8.6
Patrick O'Bryant,14.0
Patrick Patterson,16.7
Patty Mills,21.5
Pau Gasol,24.1
Paul Arizin*,25.5
Paul Cloyd,
Paul Davis,33.3
Paul Dawkins,11.0
Paul George,20.9
Paul Gordon,
Paul Graham,14.7
Paul Grant,10.9
Paul Griffin,13.8
Paul Hoffman,14.5
Paul Hogue,7.4
Paul Long,18.4
Paul McCracken,11.6
Paul McPherson,16.7
Paul Millsap,21.8
Paul Mokeski,11.1
Paul Neumann,16.8
Paul Noel,2.3
Paul Nolen,-20.3
Paul Pierce,23.6
Paul Pressey,18.6
Paul Ruffner,12.5
Paul Seymour,16.2
Paul Shirley,9.9
Paul Silas,18.3
Paul Stovall,9.4
Paul Thompson,14.9
Paul Walther,15.6
Paul Westphal,23.8
Paul Zipser,6.9
Pavel Podkolzin,2.3
Pearl Washington,13.1
Peja Stojakovic,34.0
Pep Saul,11.1
Pepe Sanchez,17.7
Pero Antic,11.7
Perry Jones,10.1
Perry Moss,10.2
Perry Warbington,3.1
Perry Young,3.8
Pervis Ellison,19.9
Pete Brennan,7.2
Pete Chilcutt,14.5
Pete Cross,13.1
Pete Darcey,-5.7
Pete Maravich*,20.5
Pete Myers,16.3
Pete Verhoeven,12.0
Pete Williams,11.6
Peter Aluma,3.1
Peter John,8.2
Peter Thibeaux,11.7
Petur Gudmundsson,13.9
Peyton Siva,5.7
Phil Bond,5.3
Phil Chenier,17.7
Phil Ford,17.3
Phil Hankinson,18.1
Phil Hicks,13.5
Phil Hubbard,16.0
Phil Jackson*,15.0
Phil Jordon,17.5
Phil Lumpkin,11.5
Phil Martin,6.6
Phil Pressey,11.8
Phil Rollins,13.4
Phil Sellers,14.0
Phil Smith,18.4
Phil Walker,9.0
Phil Zevenbergen,13.7
Pickles Kennedy,3.8
Pierre Jackson,13.0
Plummer Lott,4.7
Pooh Richardson,18.1
Popeye Jones,14.4
Pops Mensah-Bonsu,35.8
Porter Meriwether,12.4
Predrag Drobnjak,12.7
Predrag Savovic,6.0
Price Brookfield,
Priest Lauderdale,13.6
Primoz Brezec,16.1
Purvis Short,19.1
Quentin Richardson,17.4
Quincy Acy,17.2
Quincy Douby,17.0
Quincy Lewis,7.1
Quincy Miller,11.1
Quincy Pondexter,11.1
Quinn Buckner,16.5
Quinn Cook,15.3
Quintin Dailey,18.1
Quinton Ross,10.5
Qyntel Woods,12.4
R.J. Hunter,7.7
Radisav Curcic,13.5
Raef LaFrentz,18.9
Rafael Addison,11.9
Rafael Araujo,8.3
Rafer Alston,16.5
Raja Bell,20.6
Rajon Rondo,19.1
Rakeem Christmas,32.0
Ralph Beard,
Ralph Davis,9.9
Ralph Drollinger,5.3
Ralph Jackson,15.6
Ralph Johnson,8.8
Ralph Lewis,22.2
Ralph O'Brien,12.7
Ralph Ogden,2.5
Ralph Polson,11.1
Ralph Sampson*,20.1
Ralph Simpson,14.4
Ralph Wells,-0.2
Ramon Rivas,9.3
Ramon Sessions,19.0
Randell Jackson,11.6
Randolph Childress,6.7
Randolph Keys,12.3
Randolph Morris,14.6
Randy Allen,8.4
Randy Breuer,15.3
Randy Brown,13.0
Randy Denton,11.2
Randy Foye,14.0
Randy Holcomb,8.2
Randy Livingston,27.2
Randy Smith,19.1
Randy White,13.2
Randy Wittman,13.0
Randy Woods,12.8
Rashad McCants,17.2
Rashad Vaughn,7.8
Rashard Lewis,20.7
Rasheed Wallace,20.9
Rasho Nesterovic,16.1
Rastko Cvetkovic,2.1
Rasual Butler,14.5
Ratko Varda,15.0
Raul Lopez,12.9
Raul Neto,10.7
Rawle Marshall,10.1
Ray Allen,23.3
Ray Blume,9.7
Ray Corley,-6.9
Ray Ellefson,
Ray Epps,7.9
Ray Felix,22.9
Ray Lumpp,14.4
Ray McCallum,12.5
Ray Owes,11.1
Ray Radziszewski,-8.9
Ray Ragelis,6.1
Ray Scott,17.5
Ray Tolbert,15.1
Ray Williams,21.6
Raymond Brown,-0.9
Raymond Felton,17.3
Raymond Townsend,10.8
Red Davis,-3.3
Red Holzman*,10.2
Red Kerr,19.4
Red Morrison,11.6
Red Owens,13.0
Red Rocha,15.2
Reece Gaines,6.7
Reggie Bullock,12.0
Reggie Carter,9.4
Reggie Evans,15.0
Reggie Geary,8.7
Reggie Hanson,6.9
Reggie Harding,13.0
Reggie Jackson,19.8
Reggie Johnson,15.7
Reggie Jordan,25.2
Reggie King,16.9
Reggie Lewis,17.9
Reggie Miller*,21.2
Reggie Slater,19.2
Reggie Smith,9.4
Reggie Theus,19.2
Reggie Williams,18.1
Renaldo Balkman,16.8
Renaldo Major,-3.7
Rex Chapman,16.9
Rex Morgan,10.7
Rex Walters,16.2
Rich Eichhorst,12.2
Rich Johnson,22.2
Rich Jones,12.5
Rich Kelley,19.9
Rich King,12.9
Rich Laurel,7.5
Rich Manning,10.9
Rich Niemann,12.2
Rich Rinaldi,14.0
Rich Yonakor,20.4
Richard Anderson,22.9
Richard Coffey,7.9
Richard Dumas,18.6
Richard Hamilton,18.7
Richard Jefferson,18.9
Richard Morton,12.9
Richard Petruska,12.3
Richard Rellford,11.6
Richard Washington,14.2
Richaun Holmes,18.6
Richie Frahm,15.7
Richie Guerin*,34.1
Richie Niemiera,
Richie Regan,10.0
Rick Adelman,13.4
Rick Barry*,24.2
Rick Brunson,18.3
Rick Calloway,6.6
Rick Carlisle,9.0
Rick Fox,16.8
Rick Hughes,10.9
Rick Mahorn,13.9
Rick Roberson,16.1
Rick Robey,15.5
Rick Weitzman,5.6
Rick Wilson,9.7
Rickey Brown,12.4
Rickey Green,18.0
Rickey Williams,9.6
Rickie Winslow,-3.4
Ricky Berry,13.1
Ricky Blanton,19.3
Ricky Davis,18.9
Ricky Grace,10.8
Ricky Ledo,12.7
Ricky Marsh,8.4
Ricky Pierce,22.7
Ricky Rubio,17.6
Ricky Sobers,16.5
Ricky Wilson,17.6
Rik Smits,20.2
Rob Kurz,11.8
Rob Lock,5.3
Rob Rose,5.0
Rob Williams,13.3
Robbie Hummel,9.7
Robert Archibald,20.6
Robert Churchwell,1.2
Robert Covington,15.0
Robert Hahn,
Robert Hawkins,25.0
Robert Hite,7.4
Robert Horry,15.0
Robert Pack,19.3
Robert Parish*,25.2
Robert Reid,16.4
Robert Sacre,12.1
Robert Smith,11.6
Robert Swift,12.7
Robert Traylor,17.0
Robert Werdann,13.6
Robert Whaley,7.6
Robin Jones,13.1
Robin Lopez,18.9
Rock Lee,1.0
Rod Derline,13.7
Rod Foster,12.1
Rod Freeman,10.9
Rod Higgins,16.3
Rod Knowles,-0.1
Rod Strickland,21.6
Rod Thorn,17.6
Rodney Buford,11.3
Rodney Carney,20.4
Rodney Hood,14.1
Rodney McCray,16.7
Rodney McGruder,9.1
Rodney Monroe,8.8
Rodney Rogers,17.8
Rodney Stuckey,18.4
Rodney White,16.4
Rodrick Rhodes,7.7
Rodrigue Beaubois,18.5
Roger Brown,8.7
Roger Burkman,15.5
Roger Mason,13.8
Roger Phegley,20.7
Roger Powell,-8.3
Roger Strickland,-0.1
Roko Ukic,12.2
Roland West,6.8
Rolando Blackman,19.8
Rolando Ferreira,-7.6
Rollen Hans,11.5
Rollie Seltz,
Ron Anderson,16.2
Ron Baker,7.5
Ron Behagen,16.3
Ron Bonham,21.6
Ron Boone,17.5
Ron Brewer,21.5
Ron Carter,9.3
Ron Cavenall,7.4
Ron Crevier,-31.1
Ron Davis,11.8
Ron Feiereisel,12.2
Ron Filipek,13.5
Ron Grandison,18.3
Ron Harper,21.3
Ron Horn,6.1
Ron Johnson,11.0
Ron Knight,13.3
Ron Lee,16.2
Ron Livingstone,
Ron Mercer,14.8
Ron Moore,4.3
Ron Reed,12.1
Ron Riley,11.7
Ron Rowan,22.2
Ron Shavlik,-0.9
Ron Sobie,14.9
Ron Watts,24.8
Ron Williams,14.6
Ronald Dupree,17.5
Ronald Murray,15.4
Rondae Hollis-Jefferson,14.2
Ronnie Brewer,18.4
Ronnie Lester,13.8
Ronnie MacGilvray,7.9
Ronnie Murphy,2.9
Ronnie Price,12.3
Ronnie Valentine,10.3
Ronny Turiaf,15.5
Rony Seikaly,18.3
Rory Sparrow,14.3
Rory White,15.3
Roshown McLeod,11.3
Rowland Garrett,16.7
Roy Hamilton,10.4
Roy Hibbert,19.3
Roy Hinson,17.4
Roy Marble,5.5
Roy Rogers,12.6
Roy Tarpley,23.6
Royal Ivey,12.6
Royce White,-8.3
Ruben Boumtje-Boumtje,18.4
Ruben Garces,10.5
Ruben Nembhard,13.8
Ruben Patterson,19.3
Ruben Wolkowyski,6.4
Rudy Fernandez,15.5
Rudy Gay,19.7
Rudy Gobert,23.3
Rudy Hackett,10.4
Rudy LaRusso,17.5
Rudy Macklin,10.9
Rudy Tomjanovich,20.5
Rudy White,13.3
Rumeal Robinson,14.9
Russ Lee,15.5
Russ Schoene,13.5
Russ Smith,22.7
Russell Cross,15.3
Russell Westbrook,30.6
Rusty LaRue,10.0
Ryan Anderson,21.2
Ryan Bowen,31.3
Ryan Gomes,15.7
Ryan Hollins,15.3
Ryan Humphrey,10.2
Ryan Kelly,12.6
Ryan Lorthridge,12.9
Ryan Reid,17.6
Ryan Robertson,2.6
Ryan Stack,9.7
Salah Mejri,16.8
Salim Stoudamire,12.5
Sam Bowie,16.4
Sam Cassell,23.7
Sam Dekker,13.0
Sam Jacobson,20.6
Sam Jones*,21.7
Sam Lacey,17.5
Sam Mack,17.7
Sam Mitchell,15.8
Sam Pellom,11.7
Sam Perkins,17.6
Sam Ranzino,9.5
Sam Sibert,6.4
Sam Smith,14.2
Sam Stith,7.9
Sam Vincent,16.1
Sam Williams,17.7
Sam Worthen,8.9
Sam Young,13.0
Samaki Walker,14.5
Samardo Samuels,11.7
Samuel Dalembert,18.6
Sarunas Jasikevicius,12.9
Sarunas Marciulionis*,20.4
Sasha Danilovic,14.5
Sasha Kaun,12.5
Sasha Pavlovic,12.1
Sasha Vujacic,15.1
Scooter McCray,8.7
Scot Pollard,18.0
Scott Brooks,17.3
Scott Burrell,15.7
Scott English,11.2
Scott Haffner,9.9
Scott Haskin,11.3
Scott Hastings,15.8
Scott Lloyd,11.2
Scott Machado,6.0
Scott May,17.2
Scott Meents,11.9
Scott Padgett,17.6
Scott Roth,11.7
Scott Sims,5.2
Scott Skiles,17.8
Scott Wedman,16.9
Scott Williams,19.3
Scottie Pippen*,23.2
Scotty Hopson,-6.5
Sean Colson,14.9
Sean Elliott,16.3
Sean Green,17.5
Sean Higgins,12.5
Sean Kilpatrick,16.7
Sean Lampley,21.6
Sean Marks,17.9
Sean May,19.1
Sean Rooks,14.7
Sean Singletary,8.5
Sean Williams,18.8
Sebastian Telfair,14.0
Sedale Threatt,20.7
Sedric Toney,12.8
Semaj Christon,5.7
Semih Erden,10.8
Serge Ibaka,19.6
Sergei Bazarevich,13.6
Sergei Monia,12.1
Sergey Karasev,10.5
Sergio Rodriguez,16.9
Seth Curry,19.9
Shabazz Muhammad,19.9
Shabazz Napier,13.6
Shaler Halimon,13.2
Shammond Williams,33.8
Shandon Anderson,15.7
Shane Battier,15.3
Shane Edwards,-1.0
Shane Heal,5.3
Shane Larkin,13.3
Shannon Brown,15.0
Shaquille O'Neal*,30.6
Shareef Abdur-Rahim,21.2
Sharone Wright,17.3
Sharrod Ford,0.6
Shaun Livingston,14.6
Shavlik Randolph,19.4
Shawn Bradley,19.6
Shawn Kemp,23.6
Shawn Long,24.1
Shawn Marion,23.6
Shawn Respert,13.0
Shawne Williams,12.8
Shawnelle Scott,18.7
Shayne Whittington,20.0
Shea Seals,4.9
Shelden Williams,16.0
Sheldon McClellan,10.1
Shellie McMillon,16.1
Shelton Jones,27.3
Shelvin Mack,15.4
Sherell Ford,16.4
Sherman Douglas,18.0
Sherron Collins,3.6
Sherwin Raiken,-3.2
Si Green,13.5
Sid Catlett,-1.4
Sidney Green,14.2
Sidney Lowe,13.7
Sidney Moncrief,22.6
Sidney Wicks,20.3
Sim Bhullar,44.3
Skal Labissiere,16.8
Skeeter Henry,5.6
Skip Harlicka,14.8
Skippy Whitaker,-8.7
Slater Martin*,14.1
Slavko Vranes,-20.4
Sleepy Floyd,20.2
Slick Leonard*,12.2
Slick Watts,17.2
Sly Williams,18.6
Smush Parker,13.4
Solomon Alabi,14.2
Solomon Hill,12.2
Solomon Jones,12.3
Sonny Dove,13.6
Sonny Hertzberg,
Sonny Parker,17.4
Sonny Weems,12.9
Soumaila Samake,12.9
Speedy Claxton,17.3
Spencer Dinwiddie,12.7
Spencer Hawes,18.6
Spencer Haywood*,22.7
Spud Webb,18.5
Stacey Arceneaux,10.4
